X,1712,09NOV06DEC/17,1711,12OCT08NOV/17
A,CA57,ALSEK RIVER,59.199133,-138.445878,53,18000,18000,1800,0
A,CA61,TUNTUTULIAK,60.351611,-162.653972,16,18000,18000,3000,0
A,CA63,TWIN HILLS,59.074525,-160.275042,82,18000,18000,3000,0
A,CA70,DANGEROUS RIVER,59.404717,-139.232933,50,18000,18000,1800,0
A,CA79,CHIGNIK LAKE,56.255458,-158.777833,50,18000,18000,2800,0
A,CA88,SAN ARDO,36.026075,-120.907683,441,18000,18000,2000,0
A,CA92,PARADISE SKYPARK,39.710556,-121.616500,1300,18000,18000,3000,0
A,CAA2,ST-ANDRE-AVELLIN,45.741111,-75.072222,550,18000,18000,2800,0
A,CAA4,ST-APOLLINAIRE AIRPR,46.586944,-71.560972,380,18000,18000,2300,0
A,CAA8,INVERMERE,50.516667,-116.001111,2820,18000,18000,3000,0
A,CAD4,TRAIL,49.055542,-117.609208,1427,18000,18000,4000,0
A,CAD5,MERRITT,50.122856,-120.745089,2085,18000,18000,4000,0
A,CAF2,CAYUGA EAST,42.960319,-79.788292,620,18000,18000,3500,0
A,CAF4,TSUNIAH LAKE LODGE,51.533333,-124.166667,4000,18000,18000,4000,0
A,CAG2,AEROGATE,50.597778,-104.601111,1980,18000,18000,1900,0
A,CAG3,CHILKO LAKE TSYLOS P,51.626111,-124.141944,3850,18000,18000,3200,0
A,CAH3,COURTENAY,49.679444,-124.981667,9,18000,18000,1800,0
A,CAH4,VALEMOUNT,52.852750,-119.336261,2616,18000,18000,3900,0
A,CAJ2,WILEY,66.492236,-136.573728,2365,18000,18000,2600,0
A,CAJ3,CRESTON,49.036606,-116.498000,2094,18000,18000,3900,0
